Dates,Nikkei 225 Index (^N225) - Index Value
Mar-15-2018,21803.95
Mar-16-2018,21676.51
Mar-19-2018,21480.90
Mar-20-2018,21380.97
Mar-22-2018,21591.99
Mar-23-2018,20617.86
Mar-26-2018,20766.10
Mar-27-2018,21317.32
Mar-28-2018,21031.31
Mar-29-2018,21159.08
Mar-30-2018,21454.30
Apr-02-2018,21388.58
Apr-03-2018,21292.29
Apr-04-2018,21319.55
Apr-05-2018,21645.42
Apr-06-2018,21567.52
Apr-09-2018,21678.26
Apr-10-2018,21794.32
Apr-11-2018,21687.10
Apr-12-2018,21660.28
Apr-13-2018,21778.74
Apr-16-2018,21835.53
Apr-17-2018,21847.59
Apr-18-2018,22158.20
Apr-19-2018,22191.18
Apr-20-2018,22162.24
Apr-23-2018,22088.04
Apr-24-2018,22278.12
Apr-25-2018,22215.32
Apr-26-2018,22319.61
Apr-27-2018,22467.87
May-01-2018,22508.03
May-02-2018,22472.78
May-07-2018,22467.16
May-08-2018,22508.69
May-09-2018,22408.88
May-10-2018,22497.18
May-11-2018,22758.48
May-14-2018,22865.86
May-15-2018,22818.02
May-16-2018,22717.23
May-17-2018,22838.37
May-18-2018,22930.36
May-21-2018,23002.37
May-22-2018,22960.34
May-23-2018,22689.74
May-24-2018,22437.01
May-25-2018,22450.79
May-28-2018,22481.09
May-29-2018,22358.43
May-30-2018,22018.52
May-31-2018,22201.82
Jun-01-2018,22171.35
Jun-04-2018,22475.94
Jun-05-2018,22539.54
Jun-06-2018,22625.73
Jun-07-2018,22823.26
Jun-08-2018,22694.50
Jun-11-2018,22804.04
Jun-12-2018,22878.35
Jun-13-2018,22966.38
Jun-14-2018,22738.61
Jun-15-2018,22851.75
Jun-18-2018,22680.33
Jun-19-2018,22278.48
Jun-20-2018,22555.43
Jun-21-2018,22693.04
Jun-22-2018,22516.83
Jun-25-2018,22338.15
Jun-26-2018,22342.00
Jun-27-2018,22271.77
Jun-28-2018,22270.39
Jun-29-2018,22304.51
Jul-02-2018,21811.93
Jul-03-2018,21785.54
Jul-04-2018,21717.04
Jul-05-2018,21546.99
Jul-06-2018,21788.14
Jul-09-2018,22052.18
Jul-10-2018,22196.89
Jul-11-2018,21932.21
Jul-12-2018,22187.96
Jul-13-2018,22597.35
Jul-17-2018,22697.36
Jul-18-2018,22794.19
Jul-19-2018,22764.68
Jul-20-2018,22697.88
Jul-23-2018,22396.99
Jul-24-2018,22510.48
Jul-25-2018,22614.25
Jul-26-2018,22586.87
Jul-27-2018,22712.75
Jul-30-2018,22544.84
Jul-31-2018,22553.72
Aug-01-2018,22746.70
Aug-02-2018,22512.53
Aug-03-2018,22525.18
Aug-06-2018,22507.32
Aug-07-2018,22662.74
Aug-08-2018,22644.31
Aug-09-2018,22598.39
Aug-10-2018,22298.08
Aug-13-2018,21857.43
Aug-14-2018,22356.08
Aug-15-2018,22204.22
Aug-16-2018,22192.04
Aug-17-2018,22270.38
Aug-20-2018,22199.00
Aug-21-2018,22219.73
Aug-22-2018,22362.55
Aug-23-2018,22410.82
Aug-24-2018,22601.77
Aug-27-2018,22799.64
Aug-28-2018,22813.47
Aug-29-2018,22848.22
Aug-30-2018,22869.50
Aug-31-2018,22865.15
Sep-03-2018,22707.38
Sep-04-2018,22696.90
Sep-05-2018,22580.83
Sep-06-2018,22487.94
Sep-07-2018,22307.06
Sep-10-2018,22373.09
Sep-11-2018,22664.69
Sep-12-2018,22604.61
Sep-13-2018,22821.32
Sep-14-2018,23094.67
Sep-18-2018,23420.54
Sep-19-2018,23672.52
Sep-20-2018,23674.93
Sep-21-2018,23869.93
Sep-25-2018,23940.26
Sep-26-2018,24033.79
Sep-27-2018,23796.74
Sep-28-2018,24120.04
Oct-01-2018,24245.76
Oct-02-2018,24270.62
Oct-03-2018,24110.96
Oct-04-2018,23975.62
Oct-05-2018,23783.72
Oct-09-2018,23469.39
Oct-10-2018,23506.04
Oct-11-2018,22590.86
Oct-12-2018,22694.66
Oct-15-2018,22271.30
Oct-16-2018,22549.24
Oct-17-2018,22841.12
Oct-18-2018,22658.16
Oct-19-2018,22532.08
Oct-22-2018,22614.82
Oct-23-2018,22010.78
Oct-24-2018,22091.18
Oct-25-2018,21268.73
Oct-26-2018,21184.63
Oct-29-2018,21149.80
Oct-30-2018,21457.29
Oct-31-2018,21920.46
Nov-01-2018,21687.65
Nov-02-2018,22243.66
Nov-05-2018,21898.99
Nov-06-2018,22147.75
Nov-07-2018,22085.80
Nov-08-2018,22486.92
Nov-09-2018,22250.25
Nov-12-2018,22269.88
Nov-13-2018,21810.52
Nov-14-2018,21846.48
Nov-15-2018,21803.62
Nov-16-2018,21680.34
Nov-19-2018,21821.16
Nov-20-2018,21583.12
Nov-21-2018,21507.54
Nov-22-2018,21646.55
Nov-26-2018,21812.00
Nov-27-2018,21952.40
Nov-28-2018,22177.02
Nov-29-2018,22262.62
Nov-30-2018,22351.06
Dec-03-2018,22574.76
Dec-04-2018,22036.05
Dec-05-2018,21919.33
Dec-06-2018,21501.62
Dec-07-2018,21678.68
Dec-10-2018,21219.50
Dec-11-2018,21148.02
Dec-12-2018,21602.75
Dec-13-2018,21816.19
Dec-14-2018,21374.83
Dec-17-2018,21506.88
Dec-18-2018,21115.45
Dec-19-2018,20987.92
Dec-20-2018,20392.58
Dec-21-2018,20166.19
Dec-25-2018,19155.74
Dec-26-2018,19327.06
Dec-27-2018,20077.62
Dec-28-2018,20014.77
Jan-04-2019,19561.96
Jan-07-2019,20038.97
Jan-08-2019,20204.04
Jan-09-2019,20427.06
Jan-10-2019,20163.80
Jan-11-2019,20359.70
Jan-15-2019,20555.29
Jan-16-2019,20442.75
Jan-17-2019,20402.27
Jan-18-2019,20666.07
Jan-21-2019,20719.33
Jan-22-2019,20622.91
Jan-23-2019,20593.72
Jan-24-2019,20574.63
Jan-25-2019,20773.56
Jan-28-2019,20649.00
Jan-29-2019,20664.64
Jan-30-2019,20556.54
Jan-31-2019,20773.49
Feb-01-2019,20788.39
Feb-04-2019,20883.77
Feb-05-2019,20844.45
Feb-06-2019,20874.06
Feb-07-2019,20751.28
Feb-08-2019,20333.17
Feb-12-2019,20864.21
Feb-13-2019,21144.48
Feb-14-2019,21139.71
Feb-15-2019,20900.63
Feb-18-2019,21281.85
Feb-19-2019,21302.65
Feb-20-2019,21431.49
Feb-21-2019,21464.23
Feb-22-2019,21425.51
Feb-25-2019,21528.23
Feb-26-2019,21449.39
Feb-27-2019,21556.51
Feb-28-2019,21385.16
Mar-01-2019,21602.69
Mar-04-2019,21822.04
Mar-05-2019,21726.28
Mar-06-2019,21596.81
Mar-07-2019,21456.01
Mar-08-2019,21025.56
Mar-11-2019,21125.09
Mar-12-2019,21503.69
Mar-13-2019,21290.24
Mar-14-2019,21287.02
Mar-15-2019,21450.85
Mar-18-2019,21584.50
Mar-19-2019,21566.85
Mar-20-2019,21608.92
Mar-22-2019,21627.34
Mar-25-2019,20977.11
Mar-26-2019,21428.39
Mar-27-2019,21378.73
Mar-28-2019,21033.76
Mar-29-2019,21205.81
Apr-01-2019,21509.03
Apr-02-2019,21505.31
Apr-03-2019,21713.21
Apr-04-2019,21724.95
Apr-05-2019,21807.50
Apr-08-2019,21761.65
Apr-09-2019,21802.59
Apr-10-2019,21687.57
Apr-11-2019,21711.38
Apr-12-2019,21870.56
Apr-15-2019,22169.11
Apr-16-2019,22221.66
Apr-17-2019,22277.97
Apr-18-2019,22090.12
Apr-19-2019,22200.56
Apr-22-2019,22217.90
Apr-23-2019,22259.74
Apr-24-2019,22200.00
Apr-25-2019,22307.58
Apr-26-2019,22258.73
May-07-2019,21923.72
May-08-2019,21602.59
May-09-2019,21402.13
May-10-2019,21344.92
May-13-2019,21191.28
May-14-2019,21067.23
May-15-2019,21188.56
May-16-2019,21062.98
May-17-2019,21250.09
May-20-2019,21301.73
May-21-2019,21272.45
May-22-2019,21283.37
May-23-2019,21151.14
May-24-2019,21117.22
May-27-2019,21182.58
May-28-2019,21260.14
May-29-2019,21003.37
May-30-2019,20942.53
May-31-2019,20601.19
Jun-03-2019,20410.88
Jun-04-2019,20408.54
Jun-05-2019,20776.10
Jun-06-2019,20774.04
Jun-07-2019,20884.71
Jun-10-2019,21134.42
Jun-11-2019,21204.28
Jun-12-2019,21129.72
Jun-13-2019,21032.00
Jun-14-2019,21116.89
Jun-17-2019,21124.00
Jun-18-2019,20972.71
Jun-19-2019,21333.87
Jun-20-2019,21462.86
Jun-21-2019,21258.64
Jun-24-2019,21285.99
Jun-25-2019,21193.81
Jun-26-2019,21086.59
Jun-27-2019,21338.17
Jun-28-2019,21275.92
Jul-01-2019,21729.97
Jul-02-2019,21754.27
Jul-03-2019,21638.16
Jul-04-2019,21702.45
Jul-05-2019,21746.38
Jul-08-2019,21534.35
Jul-09-2019,21565.15
Jul-10-2019,21533.48
Jul-11-2019,21643.53
Jul-12-2019,21685.90
Jul-16-2019,21535.25
Jul-17-2019,21469.18
Jul-18-2019,21046.24
Jul-19-2019,21466.99
Jul-22-2019,21416.79
Jul-23-2019,21620.88
Jul-24-2019,21709.57
Jul-25-2019,21756.55
Jul-26-2019,21658.15
Jul-29-2019,21616.80
Jul-30-2019,21709.31
Jul-31-2019,21521.53
Aug-01-2019,21540.99
Aug-02-2019,21087.16
Aug-05-2019,20720.29
Aug-06-2019,20585.31
Aug-07-2019,20516.56
Aug-08-2019,20593.35
Aug-09-2019,20684.82
Aug-13-2019,20455.44
Aug-14-2019,20655.13
Aug-15-2019,20405.65
Aug-16-2019,20418.81
Aug-19-2019,20563.16
Aug-20-2019,20677.22
Aug-21-2019,20618.57
Aug-22-2019,20628.01
Aug-23-2019,20710.91
Aug-26-2019,20261.04
Aug-27-2019,20456.08
Aug-28-2019,20479.42
Aug-29-2019,20460.93
Aug-30-2019,20704.37
Sep-02-2019,20620.19
Sep-03-2019,20625.16
Sep-04-2019,20649.14
Sep-05-2019,21085.94
Sep-06-2019,21199.57
Sep-09-2019,21318.42
Sep-10-2019,21392.10
Sep-11-2019,21597.76
Sep-12-2019,21759.61
Sep-13-2019,21988.29
Sep-17-2019,22001.32
Sep-18-2019,21960.71
Sep-19-2019,22044.45
Sep-20-2019,22079.09
Sep-24-2019,22098.84
Sep-25-2019,22020.15
Sep-26-2019,22048.24
Sep-27-2019,21878.90
Sep-30-2019,21755.84
Oct-01-2019,21885.24
Oct-02-2019,21778.61
Oct-03-2019,21341.74
Oct-04-2019,21410.20
Oct-07-2019,21375.25
Oct-08-2019,21587.78
Oct-09-2019,21456.38
Oct-10-2019,21551.98
Oct-11-2019,21798.87
Oct-15-2019,22207.21
Oct-16-2019,22472.92
Oct-17-2019,22451.86
Oct-18-2019,22492.68
Oct-21-2019,22548.90
Oct-23-2019,22625.38
Oct-24-2019,22750.60
Oct-25-2019,22799.81
Oct-28-2019,22867.27
Oct-29-2019,22974.13
Oct-30-2019,22843.12
Oct-31-2019,22927.04
Nov-01-2019,22850.77
Nov-05-2019,23251.99
Nov-06-2019,23303.82
Nov-07-2019,23330.32
Nov-08-2019,23391.87
Nov-11-2019,23331.84
Nov-12-2019,23520.01
Nov-13-2019,23319.87
Nov-14-2019,23141.55
Nov-15-2019,23303.32
Nov-18-2019,23416.76
Nov-19-2019,23292.65
Nov-20-2019,23148.57
Nov-21-2019,23038.58
Nov-22-2019,23112.88
Nov-25-2019,23292.81
Nov-26-2019,23373.32
Nov-27-2019,23437.77
Nov-28-2019,23409.14
Nov-29-2019,23293.91
Dec-02-2019,23529.50
Dec-03-2019,23379.81
Dec-04-2019,23135.23
Dec-05-2019,23300.09
Dec-06-2019,23354.40
Dec-09-2019,23430.70
Dec-10-2019,23410.19
Dec-11-2019,23391.86
Dec-12-2019,23424.81
Dec-13-2019,24023.10
Dec-16-2019,23952.35
Dec-17-2019,24066.12
Dec-18-2019,23934.43
Dec-19-2019,23864.85
Dec-20-2019,23816.63
Dec-23-2019,23821.11
Dec-24-2019,23830.58
Dec-25-2019,23782.87
Dec-26-2019,23924.92
Dec-27-2019,23837.72
Dec-30-2019,23656.62
