Dates,Nikkei 225 Index (^N225) - Index Value
Feb-03-2014,14619.13
Feb-04-2014,14008.47
Feb-05-2014,14180.38
Feb-06-2014,14155.12
Feb-07-2014,14462.41
Feb-10-2014,14718.34
Feb-12-2014,14800.06
Feb-13-2014,14534.74
Feb-14-2014,14313.03
Feb-17-2014,14393.11
Feb-18-2014,14843.24
Feb-19-2014,14766.53
Feb-20-2014,14449.18
Feb-21-2014,14865.67
Feb-24-2014,14837.68
Feb-25-2014,15051.60
Feb-26-2014,14970.97
Feb-27-2014,14923.11
Feb-28-2014,14841.07
Mar-03-2014,14652.23
Mar-04-2014,14721.48
Mar-05-2014,14897.63
Mar-06-2014,15134.75
Mar-07-2014,15274.07
Mar-10-2014,15120.14
Mar-11-2014,15224.11
Mar-12-2014,14830.39
Mar-13-2014,14815.98
Mar-14-2014,14327.66
Mar-17-2014,14277.67
Mar-18-2014,14411.27
Mar-19-2014,14462.52
Mar-20-2014,14224.23
Mar-24-2014,14475.30
Mar-25-2014,14423.19
Mar-26-2014,14477.16
Mar-27-2014,14622.89
Mar-28-2014,14696.03
Mar-31-2014,14827.83
Apr-01-2014,14791.99
Apr-02-2014,14946.32
Apr-03-2014,15071.88
Apr-04-2014,15063.77
Apr-07-2014,14808.85
Apr-08-2014,14606.88
Apr-09-2014,14299.69
Apr-10-2014,14300.12
Apr-11-2014,13960.05
Apr-14-2014,13910.16
Apr-15-2014,13996.81
Apr-16-2014,14417.68
Apr-17-2014,14417.53
Apr-18-2014,14516.27
Apr-21-2014,14512.38
Apr-22-2014,14388.77
Apr-23-2014,14546.27
Apr-24-2014,14404.99
Apr-25-2014,14429.26
Apr-28-2014,14288.23
Apr-30-2014,14304.11
May-01-2014,14485.13
May-02-2014,14457.51
May-07-2014,14033.45
May-08-2014,14163.78
May-09-2014,14199.59
May-12-2014,14149.52
May-13-2014,14425.44
May-14-2014,14405.76
May-15-2014,14298.21
May-16-2014,14096.59
May-19-2014,14006.44
May-20-2014,14075.25
May-21-2014,14042.17
May-22-2014,14337.79
May-23-2014,14462.17
May-26-2014,14602.52
May-27-2014,14636.52
May-28-2014,14670.95
May-29-2014,14681.72
May-30-2014,14632.38
Jun-02-2014,14935.92
Jun-03-2014,15034.25
Jun-04-2014,15067.96
Jun-05-2014,15079.37
Jun-06-2014,15077.24
Jun-09-2014,15124.00
Jun-10-2014,14994.80
Jun-11-2014,15069.48
Jun-12-2014,14973.53
Jun-13-2014,15097.84
Jun-16-2014,14933.29
Jun-17-2014,14975.97
Jun-18-2014,15115.80
Jun-19-2014,15361.16
Jun-20-2014,15349.42
Jun-23-2014,15369.28
Jun-24-2014,15376.24
Jun-25-2014,15266.61
Jun-26-2014,15308.49
Jun-27-2014,15095.00
Jun-30-2014,15162.10
Jul-01-2014,15326.20
Jul-02-2014,15369.97
Jul-03-2014,15348.29
Jul-04-2014,15437.13
Jul-07-2014,15379.44
Jul-08-2014,15314.41
Jul-09-2014,15302.65
Jul-10-2014,15216.47
Jul-11-2014,15164.04
Jul-14-2014,15296.82
Jul-15-2014,15395.16
Jul-16-2014,15379.30
Jul-17-2014,15370.26
Jul-18-2014,15215.71
Jul-22-2014,15343.28
Jul-23-2014,15328.56
Jul-24-2014,15284.42
Jul-25-2014,15457.87
Jul-28-2014,15529.40
Jul-29-2014,15618.07
Jul-30-2014,15646.23
Jul-31-2014,15620.77
Aug-01-2014,15523.11
Aug-04-2014,15474.50
Aug-05-2014,15320.31
Aug-06-2014,15159.79
Aug-07-2014,15232.37
Aug-08-2014,14778.37
Aug-11-2014,15130.52
Aug-12-2014,15161.31
Aug-13-2014,15213.63
Aug-14-2014,15314.57
Aug-15-2014,15318.34
Aug-18-2014,15322.60
Aug-19-2014,15449.79
Aug-20-2014,15454.45
Aug-21-2014,15586.20
Aug-22-2014,15539.19
Aug-25-2014,15613.25
Aug-26-2014,15521.22
Aug-27-2014,15534.82
Aug-28-2014,15459.86
Aug-29-2014,15424.59
Sep-01-2014,15476.60
Sep-02-2014,15668.60
Sep-03-2014,15728.35
Sep-04-2014,15676.18
Sep-05-2014,15668.68
Sep-08-2014,15705.11
Sep-09-2014,15749.15
Sep-10-2014,15788.78
Sep-11-2014,15909.20
Sep-12-2014,15948.29
Sep-16-2014,15911.53
Sep-17-2014,15888.67
Sep-18-2014,16067.57
Sep-19-2014,16321.17
Sep-22-2014,16205.90
Sep-24-2014,16167.45
Sep-25-2014,16374.14
Sep-26-2014,16229.86
Sep-29-2014,16310.64
Sep-30-2014,16173.52
Oct-01-2014,16082.25
Oct-02-2014,15661.99
Oct-03-2014,15708.65
Oct-06-2014,15890.95
Oct-07-2014,15783.83
Oct-08-2014,15595.98
Oct-09-2014,15478.93
Oct-10-2014,15300.55
Oct-14-2014,14936.51
Oct-15-2014,15073.52
Oct-16-2014,14738.38
Oct-17-2014,14532.51
Oct-20-2014,15111.23
Oct-21-2014,14804.28
Oct-22-2014,15195.77
Oct-23-2014,15138.96
Oct-24-2014,15291.64
Oct-27-2014,15388.72
Oct-28-2014,15329.91
Oct-29-2014,15553.91
Oct-30-2014,15658.20
Oct-31-2014,16413.76
Nov-04-2014,16862.47
Nov-05-2014,16937.32
Nov-06-2014,16792.48
Nov-07-2014,16880.38
Nov-10-2014,16780.53
Nov-11-2014,17124.11
Nov-12-2014,17197.05
Nov-13-2014,17392.79
Nov-14-2014,17490.83
Nov-17-2014,16973.80
Nov-18-2014,17344.06
Nov-19-2014,17288.75
Nov-20-2014,17300.86
Nov-21-2014,17357.51
Nov-25-2014,17407.62
Nov-26-2014,17383.58
Nov-27-2014,17248.50
Nov-28-2014,17459.85
Dec-01-2014,17590.10
Dec-02-2014,17663.22
Dec-03-2014,17720.43
Dec-04-2014,17887.21
Dec-05-2014,17920.45
Dec-08-2014,17935.64
Dec-09-2014,17813.38
Dec-10-2014,17412.58
Dec-11-2014,17257.40
Dec-12-2014,17371.58
Dec-15-2014,17099.40
Dec-16-2014,16755.32
Dec-17-2014,16819.73
Dec-18-2014,17210.05
Dec-19-2014,17621.40
Dec-22-2014,17635.14
Dec-24-2014,17854.23
Dec-25-2014,17808.75
Dec-26-2014,17818.96
Dec-29-2014,17729.84
Dec-30-2014,17450.77
Jan-05-2015,17408.71
Jan-06-2015,16883.19
Jan-07-2015,16885.33
Jan-08-2015,17167.10
Jan-09-2015,17197.73
Jan-13-2015,17087.71
Jan-14-2015,16795.96
Jan-15-2015,17108.70
Jan-16-2015,16864.16
Jan-19-2015,17014.29
Jan-20-2015,17366.30
Jan-21-2015,17280.48
Jan-22-2015,17329.02
Jan-23-2015,17511.75
Jan-26-2015,17468.52
Jan-27-2015,17768.30
Jan-28-2015,17795.73
Jan-29-2015,17606.22
Jan-30-2015,17674.39
Feb-02-2015,17558.04
Feb-03-2015,17335.85
Feb-04-2015,17678.74
Feb-05-2015,17504.62
Feb-06-2015,17648.50
Feb-09-2015,17711.93
Feb-10-2015,17652.68
Feb-12-2015,17979.72
Feb-13-2015,17913.36
Feb-16-2015,18004.77
Feb-17-2015,17987.09
Feb-18-2015,18199.17
Feb-19-2015,18264.79
Feb-20-2015,18332.30
Feb-23-2015,18466.92
Feb-24-2015,18603.48
Feb-25-2015,18585.20
Feb-26-2015,18785.79
Feb-27-2015,18797.94
Mar-02-2015,18826.88
Mar-03-2015,18815.16
Mar-04-2015,18703.60
Mar-05-2015,18751.84
Mar-06-2015,18971.00
Mar-09-2015,18790.55
Mar-10-2015,18665.11
Mar-11-2015,18723.52
Mar-12-2015,18991.11
Mar-13-2015,19254.25
Mar-16-2015,19246.06
Mar-17-2015,19437.00
Mar-18-2015,19544.48
Mar-19-2015,19476.56
Mar-20-2015,19560.22
Mar-23-2015,19754.36
Mar-24-2015,19713.45
Mar-25-2015,19746.20
Mar-26-2015,19471.12
Mar-27-2015,19285.63
Mar-30-2015,19411.40
Mar-31-2015,19206.99
Apr-01-2015,19034.84
Apr-02-2015,19312.79
Apr-03-2015,19435.08
Apr-06-2015,19397.98
Apr-07-2015,19640.54
Apr-08-2015,19789.81
Apr-09-2015,19937.72
Apr-10-2015,19907.63
Apr-13-2015,19905.46
Apr-14-2015,19908.68
Apr-15-2015,19869.76
Apr-16-2015,19885.77
Apr-17-2015,19652.88
Apr-20-2015,19634.49
Apr-21-2015,19909.09
Apr-22-2015,20133.90
Apr-23-2015,20187.65
Apr-24-2015,20020.04
Apr-27-2015,19983.32
Apr-28-2015,20058.95
Apr-30-2015,19520.01
May-01-2015,19531.63
May-07-2015,19291.99
May-08-2015,19379.19
May-11-2015,19620.91
May-12-2015,19624.84
May-13-2015,19764.72
May-14-2015,19570.24
May-15-2015,19732.92
May-18-2015,19890.27
May-19-2015,20026.38
May-20-2015,20196.56
May-21-2015,20202.87
May-22-2015,20264.41
May-25-2015,20413.77
May-26-2015,20437.48
May-27-2015,20472.58
May-28-2015,20551.46
May-29-2015,20563.15
Jun-01-2015,20569.87
Jun-02-2015,20543.19
Jun-03-2015,20473.51
Jun-04-2015,20488.19
Jun-05-2015,20460.90
Jun-08-2015,20457.19
Jun-09-2015,20096.30
Jun-10-2015,20046.36
Jun-11-2015,20382.97
Jun-12-2015,20407.08
Jun-15-2015,20387.79
Jun-16-2015,20257.94
Jun-17-2015,20219.27
Jun-18-2015,19990.82
Jun-19-2015,20174.24
Jun-22-2015,20428.19
Jun-23-2015,20809.42
Jun-24-2015,20868.03
Jun-25-2015,20771.40
Jun-26-2015,20706.15
Jun-29-2015,20109.95
Jun-30-2015,20235.73
Jul-01-2015,20329.32
Jul-02-2015,20522.50
Jul-03-2015,20539.79
Jul-06-2015,20112.12
Jul-07-2015,20376.59
Jul-08-2015,19737.64
Jul-09-2015,19855.50
Jul-10-2015,19779.83
Jul-13-2015,20089.77
Jul-14-2015,20385.33
Jul-15-2015,20463.33
Jul-16-2015,20600.12
Jul-17-2015,20650.92
Jul-21-2015,20841.97
Jul-22-2015,20593.67
Jul-23-2015,20683.95
Jul-24-2015,20544.53
Jul-27-2015,20350.10
Jul-28-2015,20328.89
Jul-29-2015,20302.91
Jul-30-2015,20522.83
Jul-31-2015,20585.24
Aug-03-2015,20548.11
Aug-04-2015,20520.36
Aug-05-2015,20614.06
Aug-06-2015,20664.44
Aug-07-2015,20724.56
Aug-10-2015,20808.69
Aug-11-2015,20720.75
Aug-12-2015,20392.77
Aug-13-2015,20595.55
Aug-14-2015,20519.45
Aug-17-2015,20620.26
Aug-18-2015,20554.47
Aug-19-2015,20222.63
Aug-20-2015,20033.52
Aug-21-2015,19435.83
Aug-24-2015,18540.68
Aug-25-2015,17806.70
Aug-26-2015,18376.83
Aug-27-2015,18574.44
Aug-28-2015,19136.32
Aug-31-2015,18890.48
Sep-01-2015,18165.69
Sep-02-2015,18095.40
Sep-03-2015,18182.39
Sep-04-2015,17792.16
Sep-07-2015,17860.47
Sep-08-2015,17427.08
Sep-09-2015,18770.51
Sep-10-2015,18299.62
Sep-11-2015,18264.22
Sep-14-2015,17965.70
Sep-15-2015,18026.48
Sep-16-2015,18171.60
Sep-17-2015,18432.27
Sep-18-2015,18070.21
Sep-24-2015,17571.83
Sep-25-2015,17880.51
Sep-28-2015,17645.11
Sep-29-2015,16930.84
Sep-30-2015,17388.15
Oct-01-2015,17722.42
Oct-02-2015,17725.13
Oct-05-2015,18005.49
Oct-06-2015,18186.10
Oct-07-2015,18322.98
Oct-08-2015,18141.17
Oct-09-2015,18438.67
Oct-13-2015,18234.74
Oct-14-2015,17891.00
Oct-15-2015,18096.90
Oct-16-2015,18291.80
Oct-19-2015,18131.23
Oct-20-2015,18207.15
Oct-21-2015,18554.28
Oct-22-2015,18435.87
Oct-23-2015,18825.30
Oct-26-2015,18947.12
Oct-27-2015,18777.04
Oct-28-2015,18903.02
Oct-29-2015,18935.71
Oct-30-2015,19083.10
Nov-02-2015,18683.24
Nov-04-2015,18926.91
Nov-05-2015,19116.41
Nov-06-2015,19265.60
Nov-09-2015,19642.74
Nov-10-2015,19671.26
Nov-11-2015,19691.39
Nov-12-2015,19697.77
Nov-13-2015,19596.91
Nov-16-2015,19393.69
Nov-17-2015,19630.63
Nov-18-2015,19649.18
Nov-19-2015,19859.81
Nov-20-2015,19879.81
Nov-24-2015,19924.89
Nov-25-2015,19847.58
Nov-26-2015,19944.41
Nov-27-2015,19883.94
Nov-30-2015,19747.47
Dec-01-2015,20012.40
Dec-02-2015,19938.13
Dec-03-2015,19939.90
Dec-04-2015,19504.48
Dec-07-2015,19698.15
Dec-08-2015,19492.60
Dec-09-2015,19301.07
Dec-10-2015,19046.55
Dec-11-2015,19230.48
Dec-14-2015,18883.42
Dec-15-2015,18565.90
Dec-16-2015,19049.91
Dec-17-2015,19353.56
Dec-18-2015,18986.80
Dec-21-2015,18916.02
Dec-22-2015,18886.70
Dec-24-2015,18789.69
Dec-25-2015,18769.06
Dec-28-2015,18873.35
Dec-29-2015,18982.23
Dec-30-2015,19033.71
Jan-04-2016,18450.98
Jan-05-2016,18374.00
Jan-06-2016,18191.32
Jan-07-2016,17767.34
Jan-08-2016,17697.96
Jan-12-2016,17218.96
Jan-13-2016,17715.63
Jan-14-2016,17240.95
Jan-15-2016,17147.11
Jan-18-2016,16955.57
Jan-19-2016,17048.37
Jan-20-2016,16416.19
Jan-21-2016,16017.26
Jan-22-2016,16958.53
Jan-25-2016,17110.91
Jan-26-2016,16708.90
Jan-27-2016,17163.92
Jan-28-2016,17041.45
Jan-29-2016,17518.30
Feb-01-2016,17865.23
Feb-02-2016,17750.68
Feb-03-2016,17191.25
Feb-04-2016,17044.99
Feb-05-2016,16819.59
Feb-08-2016,17004.30
Feb-09-2016,16085.44
Feb-10-2016,15713.39
Feb-12-2016,14952.61
Feb-15-2016,16022.58
Feb-16-2016,16054.43
Feb-17-2016,15836.36
Feb-18-2016,16196.80
Feb-19-2016,15967.17
Feb-22-2016,16111.05
Feb-23-2016,16052.05
Feb-24-2016,15915.79
Feb-25-2016,16140.34
Feb-26-2016,16188.41
Feb-29-2016,16026.76
Mar-01-2016,16085.51
Mar-02-2016,16746.55
Mar-03-2016,16960.16
Mar-04-2016,17014.78
Mar-07-2016,16911.32
Mar-08-2016,16783.15
Mar-09-2016,16642.20
Mar-10-2016,16852.35
Mar-11-2016,16938.87
Mar-14-2016,17233.75
Mar-15-2016,17117.07
Mar-16-2016,16974.45
Mar-17-2016,16936.38
Mar-18-2016,16724.81
Mar-22-2016,17048.55
Mar-23-2016,17000.98
Mar-24-2016,16892.33
Mar-25-2016,17002.75
Mar-28-2016,17134.37
Mar-29-2016,17103.53
Mar-30-2016,16878.96
Mar-31-2016,16758.67
Apr-01-2016,16164.16
Apr-04-2016,16123.27
Apr-05-2016,15732.82
Apr-06-2016,15715.36
Apr-07-2016,15749.84
Apr-08-2016,15821.52
Apr-11-2016,15751.13
Apr-12-2016,15928.79
Apr-13-2016,16381.22
Apr-14-2016,16911.05
Apr-15-2016,16848.03
Apr-18-2016,16275.95
Apr-19-2016,16874.44
Apr-20-2016,16906.54
Apr-21-2016,17363.62
Apr-22-2016,17572.49
Apr-25-2016,17439.30
Apr-26-2016,17353.28
Apr-27-2016,17290.49
Apr-28-2016,16666.05
May-02-2016,16147.38
May-06-2016,16106.72
May-09-2016,16216.03
May-10-2016,16565.19
May-11-2016,16579.01
May-12-2016,16646.34
May-13-2016,16412.21
May-16-2016,16466.40
May-17-2016,16652.80
May-18-2016,16644.69
May-19-2016,16646.66
May-20-2016,16736.35
May-23-2016,16654.60
May-24-2016,16498.76
May-25-2016,16757.35
May-26-2016,16772.46
May-27-2016,16834.84
May-30-2016,17068.02
May-31-2016,17234.98
Jun-01-2016,16955.73
Jun-02-2016,16562.55
Jun-03-2016,16642.23
Jun-06-2016,16580.03
Jun-07-2016,16675.45
Jun-08-2016,16830.92
Jun-09-2016,16668.41
Jun-10-2016,16601.36
Jun-13-2016,16019.18
Jun-14-2016,15859.00
Jun-15-2016,15919.58
Jun-16-2016,15434.14
Jun-17-2016,15599.66
Jun-20-2016,15965.30
Jun-21-2016,16169.11
Jun-22-2016,16065.72
Jun-23-2016,16238.35
Jun-24-2016,14952.02
Jun-27-2016,15309.21
Jun-28-2016,15323.14
Jun-29-2016,15566.83
Jun-30-2016,15575.92
Jul-01-2016,15682.48
Jul-04-2016,15775.80
Jul-05-2016,15669.33
Jul-06-2016,15378.99
Jul-07-2016,15276.24
Jul-08-2016,15106.98
Jul-11-2016,15708.82
Jul-12-2016,16095.65
Jul-13-2016,16231.43
Jul-14-2016,16385.89
Jul-15-2016,16497.85
Jul-19-2016,16723.31
Jul-20-2016,16681.89
Jul-21-2016,16810.22
Jul-22-2016,16627.25
Jul-25-2016,16620.29
Jul-26-2016,16383.04
Jul-27-2016,16664.82
Jul-28-2016,16476.84
Jul-29-2016,16569.27
Aug-01-2016,16635.77
Aug-02-2016,16391.45
Aug-03-2016,16083.11
Aug-04-2016,16254.89
Aug-05-2016,16254.45
Aug-08-2016,16650.57
Aug-09-2016,16764.97
Aug-10-2016,16735.12
Aug-12-2016,16919.92
Aug-15-2016,16869.56
Aug-16-2016,16596.51
Aug-17-2016,16745.64
Aug-18-2016,16486.01
Aug-19-2016,16545.82
Aug-22-2016,16598.19
Aug-23-2016,16497.36
Aug-24-2016,16597.30
Aug-25-2016,16555.95
Aug-26-2016,16360.71
Aug-29-2016,16737.49
Aug-30-2016,16725.36
Aug-31-2016,16887.40
Sep-01-2016,16926.84
Sep-02-2016,16925.68
Sep-05-2016,17037.63
Sep-06-2016,17081.98
Sep-07-2016,17012.44
Sep-08-2016,16958.77
Sep-09-2016,16965.76
Sep-12-2016,16672.92
Sep-13-2016,16729.04
Sep-14-2016,16614.24
Sep-15-2016,16405.01
Sep-16-2016,16519.29
Sep-20-2016,16492.15
Sep-21-2016,16807.62
Sep-23-2016,16754.02
Sep-26-2016,16544.56
Sep-27-2016,16683.93
Sep-28-2016,16465.40
Sep-29-2016,16693.71
Sep-30-2016,16449.84
Oct-03-2016,16598.67
Oct-04-2016,16735.65
Oct-05-2016,16819.24
Oct-06-2016,16899.10
Oct-07-2016,16860.09
Oct-11-2016,17024.76
Oct-12-2016,16840.00
Oct-13-2016,16774.24
Oct-14-2016,16856.37
Oct-17-2016,16900.12
Oct-18-2016,16963.61
Oct-19-2016,16998.91
Oct-20-2016,17235.50
Oct-21-2016,17184.59
Oct-24-2016,17234.42
Oct-25-2016,17365.25
Oct-26-2016,17391.84
Oct-27-2016,17336.42
Oct-28-2016,17446.41
Oct-31-2016,17425.02
Nov-01-2016,17442.40
Nov-02-2016,17134.68
Nov-04-2016,16905.36
Nov-07-2016,17177.21
Nov-08-2016,17171.38
Nov-09-2016,16251.54
Nov-10-2016,17344.42
Nov-11-2016,17374.79
Nov-14-2016,17672.62
Nov-15-2016,17668.15
Nov-16-2016,17862.21
Nov-17-2016,17862.63
Nov-18-2016,17967.41
Nov-21-2016,18106.02
Nov-22-2016,18162.94
Nov-24-2016,18333.41
Nov-25-2016,18381.22
Nov-28-2016,18356.89
Nov-29-2016,18307.04
Nov-30-2016,18308.48
Dec-01-2016,18513.12
Dec-02-2016,18426.08
Dec-05-2016,18274.99
Dec-06-2016,18360.54
Dec-07-2016,18496.69
Dec-08-2016,18765.47
Dec-09-2016,18996.37
Dec-12-2016,19155.03
Dec-13-2016,19250.52
Dec-14-2016,19253.61
Dec-15-2016,19273.79
Dec-16-2016,19401.15
Dec-19-2016,19391.60
Dec-20-2016,19494.53
Dec-21-2016,19444.49
Dec-22-2016,19427.67
Dec-26-2016,19396.64
Dec-27-2016,19403.06
Dec-28-2016,19401.72
Dec-29-2016,19145.14
Dec-30-2016,19114.37
Jan-04-2017,19594.16
Jan-05-2017,19520.69
Jan-06-2017,19454.33
Jan-10-2017,19301.44
Jan-11-2017,19364.67
Jan-12-2017,19134.70
Jan-13-2017,19287.28
Jan-16-2017,19095.24
Jan-17-2017,18813.53
Jan-18-2017,18894.37
Jan-19-2017,19072.25
Jan-20-2017,19137.91
Jan-23-2017,18891.03
Jan-24-2017,18787.99
Jan-25-2017,19057.50
Jan-26-2017,19402.39
Jan-27-2017,19467.40
Jan-30-2017,19368.85
Jan-31-2017,19041.34
Feb-01-2017,19148.08
Feb-02-2017,18914.58
Feb-03-2017,18918.20
Feb-06-2017,18976.71
Feb-07-2017,18910.78
Feb-08-2017,19007.60
Feb-09-2017,18907.67
Feb-10-2017,19378.93
Feb-13-2017,19459.15
Feb-14-2017,19238.98
Feb-15-2017,19437.98
Feb-16-2017,19347.53
Feb-17-2017,19234.62
Feb-20-2017,19251.08
Feb-21-2017,19381.44
Feb-22-2017,19379.87
Feb-23-2017,19371.46
Feb-24-2017,19283.54
Feb-27-2017,19107.47
Feb-28-2017,19118.99
Mar-01-2017,19393.54
Mar-02-2017,19564.80
Mar-03-2017,19469.17
Mar-06-2017,19379.14
Mar-07-2017,19344.15
Mar-08-2017,19254.03
Mar-09-2017,19318.58
Mar-10-2017,19604.61
Mar-13-2017,19633.75
Mar-14-2017,19609.50
Mar-15-2017,19577.38
Mar-16-2017,19590.14
Mar-17-2017,19521.59
Mar-21-2017,19455.88
Mar-22-2017,19041.38
Mar-23-2017,19085.31
Mar-24-2017,19262.53
Mar-27-2017,18985.59
Mar-28-2017,19202.87
Mar-29-2017,19217.48
Mar-30-2017,19063.22
Mar-31-2017,18909.26
Apr-03-2017,18983.23
Apr-04-2017,18810.25
Apr-05-2017,18861.27
Apr-06-2017,18597.06
Apr-07-2017,18664.63
Apr-10-2017,18797.88
Apr-11-2017,18747.87
Apr-12-2017,18552.61
Apr-13-2017,18426.84
Apr-14-2017,18335.63
Apr-17-2017,18355.26
Apr-18-2017,18418.59
Apr-19-2017,18432.20
Apr-20-2017,18430.49
Apr-21-2017,18620.75
Apr-24-2017,18875.88
Apr-25-2017,19079.33
Apr-26-2017,19289.43
Apr-27-2017,19251.87
Apr-28-2017,19196.74
May-01-2017,19310.52
May-02-2017,19445.70
May-08-2017,19895.70
May-09-2017,19843.00
May-10-2017,19900.09
May-11-2017,19961.55
May-12-2017,19883.90
May-15-2017,19869.85
May-16-2017,19919.82
May-17-2017,19814.88
May-18-2017,19553.86
May-19-2017,19590.76
May-22-2017,19678.28
May-23-2017,19613.28
May-24-2017,19742.98
May-25-2017,19813.13
May-26-2017,19686.84
May-29-2017,19682.57
May-30-2017,19677.85
May-31-2017,19650.57
Jun-01-2017,19860.03
Jun-02-2017,20177.28
Jun-05-2017,20170.82
Jun-06-2017,19979.90
Jun-07-2017,19984.62
Jun-08-2017,19909.26
Jun-09-2017,20013.26
Jun-12-2017,19908.58
Jun-13-2017,19898.75
Jun-14-2017,19883.52
Jun-15-2017,19831.82
Jun-16-2017,19943.26
Jun-19-2017,20067.75
Jun-20-2017,20230.41
Jun-21-2017,20138.79
Jun-22-2017,20110.51
Jun-23-2017,20132.67
Jun-26-2017,20153.35
Jun-27-2017,20225.09
Jun-28-2017,20130.41
Jun-29-2017,20220.30
Jun-30-2017,20033.43
Jul-03-2017,20055.80
Jul-04-2017,20032.35
Jul-05-2017,20081.63
Jul-06-2017,19994.06
Jul-07-2017,19929.09
Jul-10-2017,20080.98
Jul-11-2017,20195.48
Jul-12-2017,20098.38
Jul-13-2017,20099.81
Jul-14-2017,20118.86
Jul-18-2017,19999.91
Jul-19-2017,20020.86
Jul-20-2017,20144.59
Jul-21-2017,20099.75
Jul-24-2017,19975.67
Jul-25-2017,19955.20
Jul-26-2017,20050.16
Jul-27-2017,20079.64
Jul-28-2017,19959.84
Jul-31-2017,19925.18
Aug-01-2017,19985.79
Aug-02-2017,20080.04
Aug-03-2017,20029.26
Aug-04-2017,19952.33
Aug-07-2017,20055.89
Aug-08-2017,19996.01
Aug-09-2017,19738.71
Aug-10-2017,19729.74
Aug-14-2017,19537.10
Aug-15-2017,19753.31
Aug-16-2017,19729.28
Aug-17-2017,19702.63
Aug-18-2017,19470.41
Aug-21-2017,19393.13
Aug-22-2017,19383.84
Aug-23-2017,19434.64
Aug-24-2017,19353.77
Aug-25-2017,19452.61
Aug-28-2017,19449.90
Aug-29-2017,19362.55
Aug-30-2017,19506.54
Aug-31-2017,19646.24
Sep-01-2017,19691.47
Sep-04-2017,19508.25
Sep-05-2017,19385.81
Sep-06-2017,19357.97
Sep-07-2017,19396.52
Sep-08-2017,19274.82
Sep-11-2017,19545.77
Sep-12-2017,19776.62
Sep-13-2017,19865.82
Sep-14-2017,19807.44
Sep-15-2017,19909.50
Sep-19-2017,20299.38
Sep-20-2017,20310.46
Sep-21-2017,20347.48
Sep-22-2017,20296.45
Sep-25-2017,20397.58
Sep-26-2017,20330.19
Sep-27-2017,20267.05
Sep-28-2017,20363.11
Sep-29-2017,20356.28
Oct-02-2017,20400.78
Oct-03-2017,20614.07
Oct-04-2017,20626.66
Oct-05-2017,20628.56
Oct-06-2017,20690.71
Oct-10-2017,20823.51
Oct-11-2017,20881.27
Oct-12-2017,20954.72
Oct-13-2017,21155.18
Oct-16-2017,21255.56
Oct-17-2017,21336.12
Oct-18-2017,21363.05
Oct-19-2017,21448.52
Oct-20-2017,21457.64
Oct-23-2017,21696.65
Oct-24-2017,21805.17
Oct-25-2017,21707.62
Oct-26-2017,21739.78
Oct-27-2017,22008.45
Oct-30-2017,22011.67
Oct-31-2017,22011.61
Nov-01-2017,22420.08
Nov-02-2017,22539.12
Nov-06-2017,22548.35
Nov-07-2017,22937.60
Nov-08-2017,22913.82
Nov-09-2017,22868.71
Nov-10-2017,22681.42
Nov-13-2017,22380.99
Nov-14-2017,22380.01
Nov-15-2017,22028.32
Nov-16-2017,22351.12
Nov-17-2017,22396.80
Nov-20-2017,22261.76
Nov-21-2017,22416.48
Nov-22-2017,22523.15
Nov-24-2017,22550.85
Nov-27-2017,22495.99
Nov-28-2017,22486.24
Nov-29-2017,22597.20
Nov-30-2017,22724.96
Dec-01-2017,22819.03
Dec-04-2017,22707.16
Dec-05-2017,22622.38
Dec-06-2017,22177.04
Dec-07-2017,22498.03
Dec-08-2017,22811.08
Dec-11-2017,22938.73
Dec-12-2017,22866.17
Dec-13-2017,22758.07
Dec-14-2017,22694.45
Dec-15-2017,22553.22
Dec-18-2017,22901.77
Dec-19-2017,22868.00
Dec-20-2017,22891.72
Dec-21-2017,22866.10
Dec-22-2017,22902.76
Dec-25-2017,22939.18
Dec-26-2017,22892.69
Dec-27-2017,22911.21
Dec-28-2017,22783.98
Dec-29-2017,22764.94
Jan-04-2018,23506.33
Jan-05-2018,23714.53
Jan-09-2018,23849.99
Jan-10-2018,23788.20
Jan-11-2018,23710.43
Jan-12-2018,23653.82
Jan-15-2018,23714.88
Jan-16-2018,23951.81
Jan-17-2018,23868.34
Jan-18-2018,23763.37
Jan-19-2018,23808.06
Jan-22-2018,23816.33
Jan-23-2018,24124.15
Jan-24-2018,23940.78
Jan-25-2018,23669.49
Jan-26-2018,23631.88
Jan-29-2018,23629.34
Jan-30-2018,23291.97
Jan-31-2018,23098.29
Feb-01-2018,23486.11
Feb-02-2018,23274.53
Feb-05-2018,22682.08
Feb-06-2018,21610.24
Feb-07-2018,21645.37
Feb-08-2018,21890.86
Feb-09-2018,21382.62
Feb-13-2018,21244.68
Feb-14-2018,21154.17
Feb-15-2018,21464.98
Feb-16-2018,21720.25
Feb-19-2018,22149.21
Feb-20-2018,21925.10
Feb-21-2018,21970.81
Feb-22-2018,21736.44
Feb-23-2018,21892.78
Feb-26-2018,22153.63
Feb-27-2018,22389.86
Feb-28-2018,22068.24
Mar-01-2018,21724.47
Mar-02-2018,21181.64
Mar-05-2018,21042.09
Mar-06-2018,21417.76
Mar-07-2018,21252.72
Mar-08-2018,21368.07
Mar-09-2018,21469.20
Mar-12-2018,21824.03
Mar-13-2018,21968.10
Mar-14-2018,21777.29
