Date,High,Low,Open,Close,Volume,Adj Close,Ticker
2015-01-02,1100.0,1100.0,1100.0,1100.0,0.0,1100.0,SSNLF
2015-01-05,1250.0,1250.0,1250.0,1250.0,1.0,1250.0,SSNLF
2015-01-06,1250.0,1250.0,1250.0,1250.0,0.0,1250.0,SSNLF
2015-01-07,1250.0,1250.0,1250.0,1250.0,0.0,1250.0,SSNLF
2015-01-08,1250.0,1250.0,1250.0,1250.0,0.0,1250.0,SSNLF
2015-01-09,1250.0,1250.0,1250.0,1250.0,0.0,1250.0,SSNLF
2015-01-12,1250.0,1250.0,1250.0,1250.0,0.0,1250.0,SSNLF
2015-01-13,1250.0,1250.0,1250.0,1250.0,0.0,1250.0,SSNLF
2015-01-14,1250.0,1250.0,1250.0,1250.0,0.0,1250.0,SSNLF
2015-01-15,1250.0,1250.0,1250.0,1250.0,0.0,1250.0,SSNLF
2015-01-16,1250.0,1250.0,1250.0,1250.0,0.0,1250.0,SSNLF
2015-01-20,1250.0,1250.0,1250.0,1250.0,0.0,1250.0,SSNLF
2015-01-21,1250.0,1250.0,1250.0,1250.0,0.0,1250.0,SSNLF
2015-01-22,1250.0,1250.0,1250.0,1250.0,0.0,1250.0,SSNLF
2015-01-23,1250.0,1250.0,1250.0,1250.0,0.0,1250.0,SSNLF
2015-01-26,1250.0,1250.0,1250.0,1250.0,0.0,1250.0,SSNLF
2015-01-27,1250.0,1250.0,1250.0,1250.0,0.0,1250.0,SSNLF
2015-01-28,1250.0,1250.0,1250.0,1250.0,0.0,1250.0,SSNLF
2015-01-29,1250.0,1250.0,1250.0,1250.0,0.0,1250.0,SSNLF
2015-01-30,1250.0,1250.0,1250.0,1250.0,0.0,1250.0,SSNLF
2015-02-02,1250.0,1250.0,1250.0,1250.0,0.0,1250.0,SSNLF
2015-02-03,1250.0,1250.0,1250.0,1250.0,0.0,1250.0,SSNLF
2015-02-04,1250.0,1250.0,1250.0,1250.0,0.0,1250.0,SSNLF
2015-02-05,1250.0,1250.0,1250.0,1250.0,0.0,1250.0,SSNLF
2015-02-06,1200.0,1200.0,1200.0,1200.0,1.0,1200.0,SSNLF
2015-02-09,1200.0,1200.0,1200.0,1200.0,0.0,1200.0,SSNLF
2015-02-10,1200.0,1200.0,1200.0,1200.0,0.0,1200.0,SSNLF
2015-02-11,1200.0,1200.0,1200.0,1200.0,0.0,1200.0,SSNLF
2015-02-12,1200.0,1200.0,1200.0,1200.0,0.0,1200.0,SSNLF
2015-02-13,1200.0,1200.0,1200.0,1200.0,0.0,1200.0,SSNLF
2015-02-17,1200.0,1200.0,1200.0,1200.0,0.0,1200.0,SSNLF
2015-02-18,1200.0,1200.0,1200.0,1200.0,0.0,1200.0,SSNLF
2015-02-19,1200.0,1200.0,1200.0,1200.0,0.0,1200.0,SSNLF
2015-02-20,1200.0,1200.0,1200.0,1200.0,1.0,1200.0,SSNLF
2015-02-23,1200.0,1200.0,1200.0,1200.0,0.0,1200.0,SSNLF
2015-02-24,1200.0,1200.0,1200.0,1200.0,0.0,1200.0,SSNLF
