Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2010-09-27,0.062,0.0619,0.06228,0.0622,0.0622,66800,BTCUSD=X
2010-09-28,0.0622,0.0617,0.06271,0.0619,0.0619,43900,BTCUSD=X
2010-09-29,0.0619,0.0615,0.062,0.06191,0.06191,145000,BTCUSD=X
2010-09-30,0.06191,0.06155,0.0619,0.0619,0.0619,48800,BTCUSD=X
2010-10-01,0.0619,0.06189,0.062,0.06197,0.06197,10600,BTCUSD=X
2010-10-04,0.06111,0.06081,0.062,0.0613,0.0613,207900,BTCUSD=X
2010-10-05,0.0613,0.0609,0.06301,0.0614,0.0614,169900,BTCUSD=X
2010-10-06,0.0614,0.0612,0.0635,0.06281,0.06281,209100,BTCUSD=X
2010-10-07,0.06281,0.0628,0.067,0.067,0.067,281200,BTCUSD=X
2010-10-08,0.067,0.01,0.088,0.08685,0.08685,1078400,BTCUSD=X
2010-10-11,0.0965,0.091,0.103,0.095,0.095,139500,BTCUSD=X
2010-10-12,0.095,0.082,0.099,0.0949,0.0949,239600,BTCUSD=X
2010-10-13,0.0949,0.092,0.105,0.105,0.105,455800,BTCUSD=X
2010-10-14,0.105,0.065,0.1045,0.102,0.102,370100,BTCUSD=X
2010-10-15,0.102,0.092,0.119,0.105,0.105,255400,BTCUSD=X
2010-10-18,0.102,0.097,0.103,0.1024,0.1024,259100,BTCUSD=X
2010-10-19,0.1024,0.097,0.1019,0.097,0.097,62300,BTCUSD=X
2010-10-20,0.097,0.094,0.103,0.099,0.099,322100,BTCUSD=X
2010-10-21,0.099,0.097,0.109,0.107,0.107,461600,BTCUSD=X
2010-10-22,0.107,0.1015,0.109,0.1025,0.1025,366500,BTCUSD=X
2010-10-25,0.115,0.09009,0.19,0.132,0.132,445000,BTCUSD=X
2010-10-26,0.132,0.133,0.18,0.1503,0.1503,299500,BTCUSD=X
2010-10-27,0.1503,0.151,0.19,0.1877,0.1877,1159400,BTCUSD=X
2010-10-28,0.1877,0.1731,0.191,0.1731,0.1731,400900,BTCUSD=X
2010-10-29,0.1731,0.173,0.19,0.19,0.19,538000,BTCUSD=X
2010-11-01,0.1925,0.172,0.1955,0.1955,0.1955,404900,BTCUSD=X
2010-11-02,0.1955,0.1905,0.195,0.1938,0.1938,112100,BTCUSD=X
2010-11-03,0.1938,0.125,0.275,0.1931,0.1931,1176900,BTCUSD=X
2010-11-04,0.1931,0.1934,0.236,0.23,0.23,622900,BTCUSD=X
2010-11-05,0.23,0.2101,0.2639,0.26,0.26,875700,BTCUSD=X
2010-11-08,0.34,0.2261,0.37,0.243,0.243,3833900,BTCUSD=X
2010-11-09,0.243,0.199,0.323,0.21,0.21,1280800,BTCUSD=X
2010-11-10,0.21,0.14,0.24,0.24,0.24,611000,BTCUSD=X
2010-11-11,0.24,0.21,0.24,0.2231,0.2231,111100,BTCUSD=X
2010-11-12,0.2231,0.223,0.29,0.2682,0.2682,1049400,BTCUSD=X
2010-11-15,0.279,0.2682,0.2828,0.2682,0.2682,233700,BTCUSD=X
2010-11-16,0.2682,0.223,0.275,0.223,0.223,860900,BTCUSD=X
2010-11-17,0.223,0.2116,0.29,0.2299,0.2299,866200,BTCUSD=X
2010-11-18,0.2299,0.2221,0.283,0.2678,0.2678,1025300,BTCUSD=X
2010-11-19,0.2678,0.2682,0.28,0.28,0.28,58300,BTCUSD=X
2010-11-22,0.2767,0.269,0.2879,0.2879,0.2879,781800,BTCUSD=X
2010-11-23,0.2879,0.276,0.2845,0.2829,0.2829,136100,BTCUSD=X
2010-11-24,0.2829,0.2761,0.283,0.283,0.283,71000,BTCUSD=X
2010-11-25,0.283,0.278,0.2825,0.28,0.28,46900,BTCUSD=X
2010-11-26,0.28,0.2761,0.289,0.2844,0.2844,951000,BTCUSD=X
2010-11-29,0.27,0.2151,0.279,0.2299,0.2299,880200,BTCUSD=X
2010-11-30,0.2299,0.204,0.2299,0.2082,0.2082,457000,BTCUSD=X
2010-12-01,0.2082,0.2095,0.2299,0.2275,0.2275,175200,BTCUSD=X
2010-12-02,0.2275,0.218,0.2553,0.255,0.255,480000,BTCUSD=X
2010-12-03,0.255,0.243,0.2552,0.251,0.251,63300,BTCUSD=X
2010-12-06,0.19,0.1841,0.225,0.204,0.204,86300,BTCUSD=X
2010-12-07,0.204,0.1701,0.2477,0.233,0.233,541100,BTCUSD=X
2010-12-08,0.233,0.22,0.24,0.2388,0.2388,78900,BTCUSD=X
2010-12-09,0.2388,0.1701,0.233,0.2,0.2,441100,BTCUSD=X
2010-12-10,0.2,0.1825,0.204,0.204,0.204,32800,BTCUSD=X
2010-12-13,0.22,0.21,0.23,0.2299,0.2299,142500,BTCUSD=X
2010-12-14,0.2299,0.21,0.2468,0.2467,0.2467,240300,BTCUSD=X
2010-12-15,0.2467,0.238,0.246,0.238,0.238,90100,BTCUSD=X
2010-12-16,0.238,0.2222,0.255,0.25,0.25,352200,BTCUSD=X
2010-12-17,0.25,0.24,0.249,0.24,0.24,13000,BTCUSD=X
2010-12-20,0.2401,0.24,0.275,0.267,0.267,276900,BTCUSD=X
2010-12-21,0.267,0.24,0.267,0.24,0.24,229100,BTCUSD=X
2010-12-22,0.24,0.244,0.25,0.25,0.25,94900,BTCUSD=X
2010-12-23,0.25,0.241,0.25,0.25,0.25,216000,BTCUSD=X
2010-12-24,0.25,0.242,0.25,0.248,0.248,125200,BTCUSD=X
2010-12-27,0.265,0.251,0.27,0.265,0.265,127000,BTCUSD=X
2010-12-28,0.265,0.2612,0.281,0.281,0.281,423800,BTCUSD=X
2010-12-29,0.281,0.271,0.301,0.3,0.3,536300,BTCUSD=X
